Iteration	Posterior	Likelihood	Prior	rate01	rate_log_sd	tree_length
0	-1026.786	-1238.269	211.4829	0.6185461	2.004137	1.536807
6	-1020.271	-1232.242	211.9717	0.5735236	2.07374	1.142122
12	-1023.861	-1235.299	211.4377	0.7240486	2.021414	1.451318
18	-1021.913	-1233.019	211.1057	0.9046886	1.941622	1.600755
24	-1007.866	-1219.234	211.3686	0.6780931	1.94944	1.600755
30	-1005.545	-1216.699	211.1547	0.8330085	1.942123	1.622605
36	-1032.717	-1243.974	211.2578	1.087828	1.994558	1.303519
42	-1023.957	-1235.245	211.2877	0.8585796	2.199365	1.303519
48	-1002.159	-1213.397	211.238	0.4441558	1.73559	2.084892
54	-1006.943	-1218.646	211.7033	0.5384593	1.618471	1.741877
60	-1015.076	-1227.049	211.9723	0.3738388	1.797085	1.631121
66	-1006.826	-1218.145	211.3189	0.6111601	1.831991	1.785064
72	-996.1323	-1206.845	210.713	0.5343329	1.788901	2.292359
78	-1002.404	-1213.559	211.1554	0.6506741	1.779386	1.895388
84	-999.8563	-1211.03	211.1733	0.6264809	1.746434	1.928318
90	-989.4661	-1200.614	211.1483	0.6565388	1.729778	1.928318
96	-996.9213	-1207.941	211.0197	0.7415336	1.803773	1.890301
102	-1009.919	-1221.136	211.2165	0.4340922	1.746164	2.104067
108	-1003.752	-1215.186	211.4344	0.6633992	1.774947	1.692935
114	-1014.522	-1225.994	211.472	0.8151011	1.606731	1.650502
120	-1019.907	-1230.534	210.6271	0.4308446	1.606731	2.571785
126	-1010.463	-1220.637	210.1744	0.782223	1.544169	2.571785
132	-1007.856	-1218.63	210.7736	0.7736549	1.614053	2.153702
138	-1034.513	-1244.8	210.2872	0.6936251	1.479231	2.61092
144	-1051.029	-1262.018	210.9886	0.6515608	1.818932	1.980319
150	-1041.625	-1252.381	210.7565	0.6031503	1.638095	2.294504
156	-1035.4	-1246.375	210.975	0.4614771	1.644481	2.294504
162	-1025.1	-1235.729	210.6296	0.6345947	1.572831	2.388217
168	-1017.064	-1227.232	210.1674	1.072009	1.547826	2.380733
174	-1010.804	-1221.583	210.7794	0.6512665	1.654855	2.225504
180	-1030.381	-1241.694	211.3129	1.052675	1.759477	1.470496
186	-1011.901	-1223.16	211.2597	0.6845405	1.669395	1.868212
192	-997.7391	-1209.17	211.4311	0.7044777	1.710777	1.702209
198	-1024.754	-1235.422	210.6675	0.8573597	1.771948	2.055789
204	-1015.838	-1226.731	210.893	0.915146	1.778487	1.857421
210	-1006.874	-1218.344	211.4706	1.131559	1.817602	1.240713
216	-1005.669	-1216.837	211.1686	1.08864	1.705673	1.592212
222	-1007.843	-1219.756	211.913	0.6686131	1.688239	1.397635
228	-1012.727	-1223.558	210.8311	1.049816	1.867796	1.743866
234	-1029.25	-1240.499	211.2486	1.374594	1.732519	1.324157
240	-1039.161	-1250.229	211.0676	0.9899319	1.790011	1.673395
246	-1014.115	-1225.654	211.5385	0.707372	1.820184	1.542774
252	-1007.001	-1218.755	211.7544	0.4847203	1.820184	1.624248
258	-1018.422	-1229.254	210.8315	0.7620244	1.592036	2.139492
264	-1019.885	-1231.078	211.1932	0.8185857	1.716062	1.767459
270	-1020.678	-1231.465	210.7871	0.8947594	1.836346	1.905092
276	-1028.398	-1239.392	210.9939	1.29827	1.54018	1.704592
282	-1027.265	-1239.249	211.9838	0.7126355	1.843107	1.164778
288	-1043.83	-1255.637	211.8064	0.8873171	2.028921	0.9611032
294	-1031.131	-1243.054	211.9227	0.5877959	1.954245	1.268049
300	-1019.558	-1231.656	212.0977	0.5178165	2.02394	1.151419
306	-1015.107	-1226.875	211.7686	0.5839175	1.954191	1.396058
312	-1009.94	-1221.793	211.8529	0.6032933	1.967687	1.29564
318	-1008.875	-1220.213	211.3379	0.65956	2.033095	1.580263
324	-1013.96	-1225.242	211.2816	1.06229	2.135849	1.185755
330	-1016.418	-1228.091	211.6728	0.6627869	2.24629	1.141375
336	-1028.58	-1240.735	212.1548	0.4816759	2.46346	0.636996
342	-1021.898	-1233.555	211.6566	0.7067766	2.492499	0.8497994
348	-1032.834	-1244.882	212.048	0.4883673	2.420065	0.8516458
354	-1020.035	-1231.488	211.4531	0.9948875	1.993085	1.217692
360	-1023.866	-1234.809	210.9434	1.13686	1.844151	1.622855
366	-1032.921	-1243.781	210.86	0.9890823	1.832677	1.789996
372	-1018.015	-1229.006	210.9914	0.8314227	1.548748	2.008533
378	-1024.344	-1235.395	211.0509	0.7090969	1.545814	2.069536
384	-1021.488	-1233.169	211.6813	0.7387545	2.071702	1.200048
390	-1011.529	-1223.231	211.7026	0.6451646	1.735944	1.545122
396	-1001.181	-1212.499	211.3188	0.5975084	1.824808	1.803803
402	-1002.728	-1213.597	210.8689	0.8647095	1.697207	1.966065
408	-1022.311	-1233.405	211.0942	1.00243	1.825743	1.619668
414	-1008.176	-1219.821	211.6451	0.7524549	2.232554	1.073525
420	-1019.976	-1231.62	211.6432	0.9618474	2.160045	0.9106856
426	-1002.753	-1214.373	211.6199	0.9073251	2.256366	0.893084
432	-999.4107	-1211.032	211.6212	0.7927817	2.179933	1.099132
438	-1006.15	-1217.986	211.8361	0.7018322	2.207216	0.9741873
444	-997.1475	-1208.661	211.5134	0.8950637	2.300856	0.9741873
450	-1010.252	-1221.784	211.5323	0.8950637	2.204003	1.051213
456	-1009.136	-1220.805	211.6698	0.8950637	2.273315	0.8291148
462	-1019.12	-1230.647	211.527	0.8506152	2.273315	1.03702
468	-1016.015	-1227.201	211.186	0.8301769	1.8332	1.680608
474	-1032.409	-1243.529	211.1205	0.9619547	1.685062	1.730441
480	-1020.772	-1231.921	211.149	0.9619547	1.656564	1.730441
486	-1025.436	-1236.07	210.6334	0.8514482	1.752767	2.095275
492	-1026.197	-1235.525	209.3277	0.9014802	1.350355	3.120946
498	-1025.286	-1235.858	210.572	0.4458665	1.438725	2.692746
504	-1014.165	-1224.412	210.2474	0.6627733	1.427305	2.692746
510	-1019.527	-1230.705	211.1773	0.651125	1.90355	1.794723
516	-1014.548	-1225.843	211.2953	0.8932986	1.96212	1.453718
522	-1024.884	-1236.443	211.5587	0.8292139	2.02544	1.251084
528	-1012.728	-1224.538	211.8101	0.5597601	2.11352	1.264193
534	-1006.456	-1218.393	211.9364	0.4872837	2.129361	1.24257
540	-1015.208	-1226.866	211.6575	0.5142118	1.934242	1.57627
546	-1012.746	-1224.165	211.4189	0.7325415	1.899931	1.548521
552	-1006.223	-1217.819	211.5957	0.9673313	1.736749	1.334171
558	-1012.513	-1223.508	210.9954	1.083786	1.725746	1.705396
564	-1022.488	-1233.319	210.8303	0.8377847	1.800611	1.942866
570	-1015.652	-1226.096	210.4443	0.8029096	1.60859	2.346455
576	-1004.323	-1215.901	211.5782	0.5677731	1.560021	1.837918
582	-1007.096	-1218.409	211.3126	0.8475897	1.764139	1.625077
588	-1011.681	-1223.013	211.3313	0.7927619	1.795141	1.63509
594	-1016.856	-1228.398	211.542	0.6692035	1.841786	1.56137
600	-1010.043	-1221.924	211.8808	0.71444	1.866617	1.230991
606	-1017.609	-1229.063	211.4542	1.108635	1.866617	1.230991
612	-1023.852	-1235.051	211.1985	0.8800664	1.867742	1.606496
618	-1005.132	-1215.965	210.8334	1.205292	1.916019	1.606496
624	-1016.006	-1226.947	210.941	1.006262	1.864886	1.698541
630	-1025.065	-1236.246	211.1808	0.8353346	2.064173	1.511801
636	-1038.984	-1250.294	211.3098	1.160315	2.092951	1.118687
642	-1025.226	-1237.057	211.8309	0.8796902	2.004167	0.9700804
648	-1011.292	-1223.168	211.8756	0.7034347	1.819904	1.285867
654	-1012.918	-1223.895	210.9767	0.9324316	1.987115	1.639768
660	-1018.543	-1230.233	211.6901	0.800984	1.90533	1.269013
666	-1016.399	-1227.238	210.8396	1.087722	1.562432	1.923227
672	-1026.165	-1236.514	210.3489	1.365261	1.563905	2.090225
678	-1031.016	-1242.121	211.1054	0.7978813	1.642821	1.894907
684	-1007.989	-1218.625	210.636	0.9292783	1.375769	2.282922
690	-1002.252	-1213.221	210.9692	0.9916139	1.747986	1.771143
696	-1002.612	-1213.637	211.0246	0.9916139	1.841808	1.665896
702	-1013.149	-1224.697	211.548	0.9911728	1.841808	1.267954
708	-1011.772	-1223.19	211.4179	1.147267	1.951071	1.159295
714	-1006.819	-1218.495	211.6751	0.9550372	1.879279	1.159295
720	-1003.981	-1215.651	211.6704	0.8246982	1.991048	1.190036
726	-1012.847	-1224.306	211.4586	1.132628	1.991048	1.098753
732	-1006.032	-1217.238	211.2059	1.132628	1.908767	1.380266
738	-1002.133	-1212.734	210.6014	1.167211	1.62507	1.992348
744	-1013.883	-1224.815	210.9317	0.9753812	1.874715	1.720176
750	-1021.38	-1232.779	211.3988	0.9806174	1.740434	1.473816
756	-1022.518	-1233.622	211.1041	1.36162	1.694975	1.473816
762	-1048.83	-1259.235	210.4051	0.5478255	1.249171	2.806906
768	-1032.338	-1242.685	210.3463	0.8641682	1.613799	2.360822
774	-1025.406	-1235.638	210.2325	0.8641682	1.589369	2.448085
780	-1026.234	-1237.593	211.3592	1.226497	2.081351	1.02915
786	-1021.556	-1232.849	211.2929	1.226497	2.173366	1.003847
792	-1016.112	-1227.469	211.3568	1.387009	1.949128	1.032495
798	-1016.295	-1227.502	211.207	1.437247	1.909046	1.171076
804	-1014.924	-1226.457	211.5334	1.104643	1.922648	1.116373
810	-1018.452	-1229.891	211.4387	1.19151	1.958245	1.098896
816	-1029.136	-1240.254	211.1174	1.19151	2.15172	1.211619
822	-1016.255	-1227.61	211.355	1.199042	2.114724	1.023809
828	-1006.182	-1217.511	211.3291	1.34206	2.114724	0.9278725
834	-1032.413	-1243.595	211.1822	1.326617	2.25429	0.9490236
840	-1030.26	-1241.678	211.4187	0.934	2.096781	1.211933
846	-1022.942	-1234.439	211.4978	0.8186782	2.280845	1.091894
852	-1028.151	-1239.518	211.3676	1.103942	2.318244	0.8865336
858	-1022.107	-1233.411	211.3041	1.417875	2.105045	0.9006418
864	-1022.193	-1234.1	211.9074	0.64414	2.089676	1.093872
870	-1045.992	-1257.389	211.3969	0.8678114	2.039801	1.335755
876	-1012.553	-1224.338	211.7848	0.7854293	2.144249	0.9845086
882	-1017.412	-1229.415	212.0033	0.632479	2.148074	0.959077
888	-1036.645	-1248.533	211.8873	0.7834265	2.207039	0.7981015
894	-1035.944	-1247.888	211.9435	0.7848148	2.195196	0.7315787
900	-1014.91	-1226.922	212.0113	0.5662421	2.346713	0.834245
906	-1008.616	-1220.006	211.3895	0.9638026	2.289243	1.036749
912	-1003.312	-1214.684	211.3719	0.7628224	2.067434	1.429487
918	-1011.612	-1222.975	211.3632	0.9174924	1.93048	1.405787
924	-1013.944	-1225.516	211.5718	0.5837105	1.822077	1.641688
930	-1036.046	-1247.051	211.0053	1.236176	1.668869	1.641688
936	-1026.65	-1238.006	211.3562	0.8643977	1.67863	1.641688
942	-1023.731	-1234.551	210.8193	0.7309037	1.627087	2.149797
948	-1022.44	-1233.553	211.1129	0.5853022	1.638929	2.079807
954	-1026.165	-1236.865	210.6997	0.9732614	1.57942	2.079807
960	-1010.49	-1221.69	211.2003	1.044524	1.67135	1.624673
966	-1011.973	-1223.423	211.45	0.6306106	1.883176	1.636728
972	-1013.114	-1224.587	211.4732	0.6693769	1.676448	1.729434
978	-999.3581	-1210.982	211.6235	0.6693769	1.63844	1.649673
984	-1002.028	-1213.496	211.4683	0.7505468	1.58121	1.726251
990	-996.6141	-1207.871	211.2572	0.5949509	1.531592	2.046079
996	-1012.252	-1223.207	210.9556	0.8283254	1.606732	1.996124
1002	-1008.791	-1220.324	211.5324	0.6717872	1.554361	1.771199
1008	-999.3516	-1209.077	209.7251	1.266357	1.513217	2.571209
1014	-1008.236	-1218.822	210.5861	0.8923034	1.702629	2.12944
1020	-1002.153	-1213.479	211.3258	0.5949375	1.623544	1.938904
1026	-999.3718	-1210.415	211.0432	0.7048469	1.757564	1.937236
1032	-1006.92	-1217.529	210.6082	0.9430029	1.675573	2.09729
1038	-1021.4	-1232.164	210.7639	0.8687931	1.599828	2.09729
1044	-1021.357	-1232.471	211.1135	0.8745653	1.702436	1.788243
1050	-1024.356	-1235.828	211.4719	0.6235272	1.934853	1.590644
1056	-1018.169	-1229.26	211.0915	0.9374215	1.934853	1.590644
1062	-1018.197	-1229.024	210.8272	1.124328	1.905707	1.670327
1068	-1018.391	-1229.73	211.3397	0.6721425	1.896067	1.665744
1074	-1023.76	-1235.18	211.4197	1.170732	1.875351	1.205121
1080	-1013.198	-1224.539	211.3409	1.012321	2.102637	1.205121
1086	-1017.576	-1229.015	211.4397	0.9367769	2.175292	1.122317
1092	-1021.625	-1232.967	211.3416	0.9367769	1.960854	1.38304
1098	-1014.902	-1226.37	211.4676	0.79425	1.9259	1.43566
1104	-1006.244	-1217.505	211.2605	0.8958983	2.010429	1.441238
1110	-1018.623	-1229.923	211.3	0.9986724	1.863753	1.441238
1116	-1015.84	-1227.209	211.3691	0.9986724	1.98024	1.294921
1122	-1014.386	-1225.276	210.89	1.253032	1.817878	1.606977
1128	-1005.157	-1216.712	211.5549	0.7575556	2.000619	1.343697
1134	-1016.032	-1227.532	211.4993	0.7808735	1.657984	1.623091
1140	-1022.346	-1233.365	211.0195	1.33375	1.914395	1.387282
1146	-1013.408	-1224.06	210.6524	1.326957	1.675873	1.831798
1152	-1020.946	-1231.87	210.9241	1.230772	1.744684	1.648832
1158	-1030.514	-1241.181	210.6671	1.210056	1.744684	1.841489
1164	-1027.334	-1237.546	210.2124	1.748542	1.617324	1.963237
1170	-1041.111	-1251.769	210.6579	0.9373755	1.554355	2.147893
1176	-1028.646	-1238.962	210.3159	1.132464	1.573732	2.233517
1182	-1022.298	-1233.411	211.1133	0.8650373	1.711085	1.78977
1188	-1030.26	-1240.638	210.377	1.001008	1.432149	2.365015
1194	-1034.812	-1246.202	211.3895	1.131166	2.09118	1.071241
1200	-1041.094	-1250.425	209.3312	0.8141079	1.334504	3.18652
1206	-1015.906	-1225.291	209.3849	1.224869	1.449343	2.840615
1212	-1016.97	-1228.268	211.2981	0.8918648	1.650647	1.681638
1218	-1005.513	-1216.384	210.8714	1.493604	1.803531	1.491495
1224	-1017.063	-1227.391	210.3284	1.312906	1.601257	2.106711
1230	-1010.516	-1221.037	210.5214	1.288441	1.495464	2.062506
1236	-1026.464	-1236.708	210.2437	1.320065	1.438751	2.263265
1242	-1042.588	-1253.794	211.2058	0.8750176	1.678816	1.73998
1248	-1035.102	-1245.781	210.6793	0.7413483	1.49209	2.31855
1254	-1036.017	-1246.227	210.2103	1.245162	1.379141	2.362124
1260	-1029.165	-1240.149	210.9837	1.043056	1.230506	2.076882
1266	-1016.105	-1226.911	210.8064	1.104022	1.439279	2.017775
1272	-1014.994	-1225.835	210.8413	1.616644	1.727804	1.504987
1278	-1021.05	-1231.883	210.8334	1.528898	1.818392	1.489535
1284	-1017.543	-1228.387	210.8439	1.528898	1.899381	1.419836
1290	-1013.905	-1225.561	211.6553	0.9907047	1.847065	1.172954
1296	-1022.162	-1233.01	210.8479	1.77868	2.027886	1.172954
1302	-1017.466	-1228.822	211.3556	1.388693	2.19456	0.7496529
1308	-1012.929	-1224.419	211.4906	1.181152	2.00967	1.009216
1314	-1003.003	-1214.512	211.5091	1.169922	2.2007	0.7815816
1320	-1009.047	-1220.59	211.543	0.8588163	2.132187	1.144114
1326	-1011.996	-1223.421	211.4247	0.9594463	1.940262	1.314592
1332	-1019.399	-1231.06	211.6612	0.8111673	2.15146	1.068316
1338	-1029.464	-1241.174	211.7094	0.8939305	2.136682	0.9421475
1344	-1022.183	-1234.223	212.0405	0.5455703	2.062802	1.128592
1350	-1027.951	-1239.945	211.9936	0.5210245	2.004429	1.252862
1356	-1020.438	-1232.306	211.8677	0.6402591	2.11663	1.110423
1362	-1025.604	-1236.911	211.3061	0.9867228	2.147083	1.218714
1368	-1020.895	-1232.439	211.5443	0.7680034	2.049161	1.302941
1374	-1012.727	-1223.96	211.2332	0.9557371	1.782174	1.584772
1380	-1012.358	-1224.08	211.7219	0.5239469	1.7088	1.681183
1386	-1022.197	-1233.547	211.3498	0.6473193	1.660485	1.846987
1392	-1031.933	-1242.646	210.7132	0.9652759	1.520306	2.11515
1398	-1009.855	-1220.876	211.0207	0.5753452	1.554322	2.204848
1404	-1020.246	-1231.498	211.252	0.4442918	1.537423	2.204848
1410	-1022.25	-1232.994	210.7442	1.280258	1.83373	1.683984
1416	-1022.896	-1234.329	211.4333	1.280258	2.041613	0.9484556
1422	-1022.629	-1233.976	211.3462	0.7695696	1.913783	1.558169
1428	-1017.829	-1229.175	211.3462	0.7695696	1.913783	1.558169
1434	-1025.417	-1236.601	211.1841	1.487032	1.929545	1.14035
1440	-1023.007	-1234.76	211.7524	1.028144	1.923793	0.975087
1446	-1022.818	-1234.588	211.7704	1.008134	1.836944	1.062128
1452	-1021.208	-1233.336	212.1276	0.3771772	1.724404	1.566145
1458	-1031.355	-1242.747	211.3914	0.5896193	1.861066	1.735967
1464	-1019.897	-1231.354	211.4572	0.8532557	1.596384	1.637199
1470	-1017.045	-1227.853	210.8072	0.8532557	1.596384	2.082507
1476	-1027.372	-1238.408	211.0364	0.711375	1.328403	2.218839
1482	-1021.318	-1231.365	210.0473	1.133987	1.372332	2.530217
1488	-1040.751	-1249.893	209.1424	1.538827	1.30646	2.924784
1494	-1010.06	-1221.377	211.3177	0.6664569	2.023904	1.594904
1500	-1021.133	-1232.97	211.8369	0.5370815	2.146201	1.243977
1506	-1020.292	-1231.861	211.5688	0.7159317	2.033774	1.347755
